Customer_ID,Days_Since_Last_Purchase,Total_Orders,Total_Spent,R_Score,F_score,M_score,Final_RFM_Score
11978,5,5,2240.237139978023,5,3,3,11
11979,164,2,1398.5334247414053,1,1,1,3
11980,2,6,2396.4083703496945,5,4,3,12
11981,45,5,2236.217889698661,3,3,3,9
11982,114,3,1421.0567688465585,2,1,2,5
11983,85,8,3842.816019416373,2,5,5,12
11984,106,1,379.9361542960864,2,1,1,4
11985,153,5,3205.7323083039737,1,3,4,8
11986,170,4,2119.089824428469,1,2,3,6
11987,94,9,4443.957924082978,2,5,5,12
11988,5,6,2992.209986785868,5,4,4,13
11989,69,4,2003.1212807970696,3,2,2,7
11990,37,6,2486.1283101461636,4,4,3,11
11991,39,6,2993.658640062091,4,4,4,12
11992,38,4,2410.853811458422,4,2,3,9
11993,153,8,4852.120127179646,1,5,5,11
11994,184,4,1633.91158234141,1,2,2,5
11995,38,6,2785.7418624217116,4,4,4,12
11996,62,6,5083.838647495035,3,4,5,12
11997,81,6,3047.5791594486086,2,4,4,10
11998,32,6,3601.1528847281297,4,4,5,13
11999,72,5,2062.421499469692,3,3,2,8
12000,228,6,2356.98729495966,1,4,3,8
12001,88,6,2907.6242282753883,2,4,4,10
12002,24,4,1925.0185415981373,4,2,2,8
12003,153,3,1688.1337402148315,1,1,2,4
12004,51,4,2024.0257392183526,3,2,2,7
12005,215,1,889.7854010603323,1,1,1,3
12006,120,4,2200.469264860066,2,2,3,7
12007,10,8,4932.9059274972915,5,5,5,15
12008,22,5,1793.176617478961,4,3,2,9
12009,290,1,314.98736283565444,1,1,1,3
12010,30,1,256.08696228165314,4,1,1,6
12011,35,7,3330.6400046188764,4,4,4,12
12012,118,4,615.6259480601909,2,2,1,5
12013,173,2,1140.7501731461793,1,1,1,3
12014,16,4,2294.438079041884,5,2,3,10
12015,23,7,2220.6505026070386,4,4,3,11
12016,81,8,5383.738455017883,2,5,5,12
12017,198,5,3169.6196589672113,1,3,4,8
12018,12,6,3350.530452162469,5,4,4,13
12019,238,3,893.65342883476,1,1,1,3
12020,6,9,3467.6936762253545,5,5,4,14
12021,83,4,2788.957718506669,2,2,4,8
12022,102,8,3944.3262822687952,2,5,5,12
12023,100,6,3930.990706382276,2,4,5,11
12024,31,10,4596.822574492136,4,5,5,14
12025,25,10,6229.84429782555,4,5,5,14
12026,76,7,2161.5833277078336,3,4,3,10
12027,58,6,3858.5682082396415,3,4,5,12
12028,147,5,4127.027017285899,1,3,5,9
12029,34,3,606.483006465364,4,1,1,6
12030,10,3,547.4992124124902,5,1,1,7
12031,36,4,2701.6449922966326,4,2,3,9
12032,28,4,966.1841292911669,4,2,1,7
12033,108,6,2654.238672788363,2,4,3,9
12034,115,3,1045.002618861225,2,1,1,4
12035,134,3,1123.4249780266227,1,1,1,3
12036,101,6,2983.3576496194523,2,4,4,10
12037,45,7,3247.098123671031,3,4,4,11
12038,151,4,2578.106887028615,1,2,3,6
12039,37,7,3155.8938237052334,4,4,4,12
12040,61,6,3309.9676979176043,3,4,4,11
12041,137,6,2797.1984069445216,1,4,4,9
12042,198,2,616.4730008310013,1,1,1,3
12043,8,8,2778.4372398014493,5,5,4,14
12044,114,3,2263.9723104123177,2,1,3,6
12045,9,7,3561.3965908698615,5,4,5,14
12046,174,4,1377.4252959516098,1,2,1,4
12047,213,3,897.6338334861846,1,1,1,3
12048,81,5,2964.181791412349,2,3,4,9
12049,47,5,2373.6504518974584,3,3,3,9
12050,25,5,2341.647988092148,4,3,3,10
12051,116,4,1878.0713246033215,2,2,2,6
12052,27,7,3388.882762370547,4,4,4,12
12053,18,7,3396.2811037717506,5,4,4,13
12054,13,9,4489.9959953748685,5,5,5,15
12055,82,4,1916.9293324503997,2,2,2,6
12056,404,1,764.1482486047865,1,1,1,3
12057,63,5,1878.6329940604455,3,3,2,8
12058,2,8,3954.9765398932273,5,5,5,15
12059,56,2,924.379445737874,3,1,1,5
12060,98,3,1697.8735925087728,2,1,2,5
12061,22,5,3477.701334608174,4,3,4,11
12062,7,6,2956.0397828125942,5,4,4,13
12063,101,7,3139.8499407544887,2,4,4,10
12064,93,6,3434.7285717270383,2,4,4,10
12065,153,10,3511.406402827164,1,5,4,10
12066,68,7,2998.8463827020846,3,4,4,11
12067,146,4,1943.4025461861795,1,2,2,5
12068,86,4,2384.347245883728,2,2,3,7
12069,112,6,1945.5589338353145,2,4,2,8
12070,76,3,2307.893157527932,3,1,3,7
12071,61,8,2124.8362045934414,3,5,3,11
12072,4,5,4011.309468852262,5,3,5,13
12073,36,6,3738.323675547682,4,4,5,13
12074,35,3,1060.397362340408,4,1,1,6
12075,107,9,5442.5433070845,2,5,5,12
12076,27,6,2667.0186190591694,4,4,3,11
12077,98,7,3662.4948199540495,2,4,5,11
12078,46,4,1654.9685750516303,3,2,2,7
12079,56,8,2155.397862701467,3,5,3,11
12080,70,2,1649.0943767641602,3,1,2,6
12081,200,3,1957.9851669888758,1,1,2,4
12082,184,2,749.0841561335282,1,1,1,3
12083,44,5,2226.7269592190064,3,3,3,9
12084,14,6,3690.0655369419146,5,4,5,14
12085,37,5,2978.8950632101423,4,3,4,11
12086,33,6,2603.1460191719593,4,4,3,11
12087,57,6,2872.901917729071,3,4,4,11
12088,79,4,1659.0148130961045,2,2,2,6
12089,40,4,1568.2528166797383,4,2,2,8
12090,49,3,1524.1518784261023,3,1,2,6
12091,3,7,4858.94551536269,5,4,5,14
12092,203,5,3648.7791512683616,1,3,5,9
12093,216,7,2869.9702176036526,1,4,4,9
12094,12,5,1768.061162642483,5,3,2,10
12095,13,4,2672.253054951534,5,2,3,10
12097,36,6,3267.868097244571,4,4,4,12
12098,35,4,1688.5522978141148,4,2,2,8
12099,5,4,1644.6960790112325,5,2,2,9
12100,90,6,2996.2682529519425,2,4,4,10
12101,92,5,2446.9167869518924,2,3,3,8
12102,144,4,2597.1468243428762,1,2,3,6
12103,290,2,1216.1738921046974,1,1,1,3
12104,180,5,1952.2948143345936,1,3,2,6
12105,33,5,681.9759751550685,4,3,1,8
12106,37,7,2076.880077691037,4,4,2,10
12107,132,3,1763.972863918595,2,1,2,5
12108,194,4,2588.410978163591,1,2,3,6
12109,122,4,1497.5598571370688,2,2,2,6
12110,27,3,1657.1526876707967,4,1,2,7
12111,383,2,616.5091059660531,1,1,1,3
12112,8,3,1534.482742898062,5,1,2,8
12113,25,4,2429.529190757578,4,2,3,9
12114,4,7,3457.893592379522,5,4,4,13
12115,368,1,278.0796601403853,1,1,1,3
12116,5,5,2443.881036654868,5,3,3,11
12117,22,4,1316.3818260561097,4,2,1,7
12118,47,5,2180.1879241557604,3,3,3,9
12119,43,4,1410.28332410678,4,2,1,7
12120,41,4,1532.9596762045667,4,2,2,8
12121,35,9,4049.373984245569,4,5,5,14
12122,40,7,3735.425495866602,4,4,5,13
12123,44,10,4910.275899869647,3,5,5,13
12124,124,4,1985.0051732979587,2,2,2,6
12125,14,8,4089.3852679643805,5,5,5,15
12126,14,4,1388.7273311229314,5,2,1,8
12127,84,4,1714.9269136518665,2,2,2,6
12128,21,5,2108.5584073938267,4,3,3,10
12129,54,4,2144.48394342886,3,2,3,8
12130,172,5,1905.9338775834585,1,3,2,6
12131,114,4,2552.866993437394,2,2,3,7
12132,214,5,3373.921678227381,1,3,4,8
12133,3,3,1852.9821219395078,5,1,2,8
12134,55,3,846.7609573175587,3,1,1,5
12135,17,8,3021.7580078294814,5,5,4,14
12136,380,1,978.9940730384387,1,1,1,3
12137,99,5,2316.877649362525,2,3,3,8
12138,122,6,2654.657721988611,2,4,3,9
12139,47,4,1653.8652302480978,3,2,2,7
12140,3,6,2001.5734486263887,5,4,2,11
12141,21,3,2545.3951607132085,4,1,3,8
12142,9,3,1442.6033642963732,5,1,2,8
12143,123,5,2863.954909637993,2,3,4,9
12144,22,7,5623.662115176103,4,4,5,13
12145,86,4,1466.350197707557,2,2,2,6
12146,372,3,915.4821048837937,1,1,1,3
12147,288,4,1447.2632372947967,1,2,2,5
12148,41,5,2111.3092354006226,4,3,3,10
12149,215,3,2143.524000171989,1,1,3,5
12150,92,3,1506.5507749014414,2,1,2,5
12151,4,5,2836.5277997680246,5,3,4,12
12152,8,7,2620.203807755766,5,4,3,12
12153,230,1,345.0364696952535,1,1,1,3
12154,37,9,4323.297147690525,4,5,5,14
12155,21,5,1266.2586144686886,4,3,1,8
12156,47,8,4131.292352577026,3,5,5,13
12157,5,8,5063.154463528508,5,5,5,15
12158,55,8,5102.1563810950865,3,5,5,13
12159,27,7,1352.9365785642037,4,4,1,9
12160,62,7,3461.29752539166,3,4,4,11
12161,173,6,3066.718407547005,1,4,4,9
12162,142,8,4375.432178829253,1,5,5,11
12163,12,7,3391.1857248199394,5,4,4,13
12164,13,5,3849.222134791689,5,3,5,13
12165,27,4,1714.7896831809762,4,2,2,8
12166,106,4,1889.4674941748465,2,2,2,6
12167,70,5,1357.7515701875027,3,3,1,7
12168,25,6,3885.622322340539,4,4,5,13
12169,79,3,1655.9304762612712,2,1,2,5
12170,8,3,1364.599977938844,5,1,1,7
12171,45,4,2524.122378107154,3,2,3,8
12172,89,5,2480.4309088215846,2,3,3,8
12173,34,7,3894.274022901364,4,4,5,13
12174,8,7,4601.575746679088,5,4,5,14
12175,316,2,1545.4044382996863,1,1,2,4
12176,27,6,3424.196221225693,4,4,4,12
12177,66,5,2708.5237301656375,3,3,3,9
12178,28,11,4898.365794808712,4,5,5,14
12179,128,4,2024.7446289421318,2,2,2,6
12180,4,7,3431.308460662038,5,4,4,13
12181,57,6,3540.69499901667,3,4,4,11
12182,30,8,4894.211865362123,4,5,5,14
12183,312,1,244.64153408129621,1,1,1,3
12184,104,6,2343.189650696607,2,4,3,9
12185,8,7,3168.8717637955206,5,4,4,13
12186,152,4,2036.2738726346122,1,2,2,5
12187,55,5,2904.838455384137,3,3,4,10
12188,139,5,1647.9465264499904,1,3,2,6
12189,86,2,607.6905095086591,2,1,1,4
12190,223,2,1153.191321093124,1,1,1,3
12191,47,7,3827.5585522371466,3,4,5,12
12192,100,3,1321.0281050965034,2,1,1,4
12193,7,5,2982.5246689106903,5,3,4,12
12194,10,5,2928.941798639045,5,3,4,12
12195,121,3,1217.9212843506054,2,1,1,4
12196,301,4,1564.9513672772698,1,2,2,5
12197,76,9,4364.125963816849,3,5,5,13
12198,132,4,2522.9678929871698,2,2,3,7
12199,110,9,5071.230481499804,2,5,5,12
12200,39,6,3995.4308576449694,4,4,5,13
12201,27,7,2867.6087184580756,4,4,4,12
12202,260,2,983.0293734744389,1,1,1,3
12203,33,3,904.3133886621724,4,1,1,6
12204,8,7,3646.9064712736467,5,4,5,14
12205,121,10,4320.039670652171,2,5,5,12
12206,15,8,3412.394916990119,5,5,4,14
12207,20,4,954.1770533602206,4,2,1,7
12208,29,3,1799.6316892397913,4,1,2,7
12209,67,2,975.0835040061684,3,1,1,5
12210,32,3,1822.4186996778303,4,1,2,7
12211,21,3,1841.5906245170636,4,1,2,7
12212,15,6,3527.5617244146274,5,4,4,13
12213,47,5,2119.0815087885776,3,3,3,9
12214,207,1,364.54356708722224,1,1,1,3
12215,58,5,2127.5560004149866,3,3,3,9
12216,2,8,5423.470487455202,5,5,5,15
12217,38,4,2866.116126376037,4,2,4,10
12218,36,7,3973.38422935305,4,4,5,13
12219,82,5,3300.1680193604216,2,3,4,9
12220,210,2,1319.1386480692909,1,1,1,3
12221,118,7,3948.7137754393952,2,4,5,11
12222,47,5,2353.548168089706,3,3,3,9
12223,103,4,2287.3656575528316,2,2,3,7
12224,100,3,1335.121587814779,2,1,1,4
12225,178,7,4122.006214194763,1,4,5,10
12226,6,4,3110.996240528406,5,2,4,11
12227,49,9,5320.287247617098,3,5,5,13
12228,170,2,1212.1738607057619,1,1,1,3
12229,99,7,2846.9489122210043,2,4,4,10
12230,35,2,501.62158603027814,4,1,1,6
12231,29,7,3331.9178822196905,4,4,4,12
12232,2,5,3710.885538302222,5,3,5,13
12233,56,5,1996.1931699415863,3,3,2,8
12234,33,8,4604.699066661581,4,5,5,14
12235,236,3,2114.99374987224,1,1,3,5
12236,36,3,580.1914676960362,4,1,1,6
12237,21,3,996.6209453085042,4,1,1,6
12238,1,4,1700.8768135530072,5,2,2,9
12239,81,3,1034.2881768811953,2,1,1,4
12240,213,2,1131.6881343003952,1,1,1,3
12241,4,5,2533.9400782492503,5,3,3,11
12242,123,4,1627.4733582434665,2,2,2,6
12243,32,7,4047.66983092576,4,4,5,13
12244,59,7,1705.167447947023,3,4,2,9
12245,193,5,3063.1389584147137,1,3,4,8
12246,105,3,1833.683004744177,2,1,2,5
12247,84,5,1905.7931869600689,2,3,2,7
12248,300,2,1575.621826248938,1,1,2,4
12249,1,7,3874.5130310045392,5,4,5,14
12250,38,4,1617.5436356213338,4,2,2,8
12251,7,5,2300.3148963701224,5,3,3,11
12252,21,5,2828.9841058365737,4,3,4,11
12253,62,2,1230.506163069274,3,1,1,5
12254,93,5,2853.18046476384,2,3,4,9
12255,51,5,1899.2492358898742,3,3,2,8
12256,208,5,2677.117058699895,1,3,3,7
12257,28,11,5798.134394332967,4,5,5,14
12258,2,2,430.8976286192042,5,1,1,7
12259,42,7,4184.322155699338,4,4,5,13
12260,233,8,3704.6589414443692,1,5,5,11
12261,8,5,3529.604210744178,5,3,4,12
12262,9,12,5329.762966936383,5,5,5,15
12263,77,6,1905.204432765298,2,4,2,8
12264,53,8,3852.0057089855836,3,5,5,13
12265,32,5,3277.2381906875935,4,3,4,11
12266,114,4,1115.6190667476253,2,2,1,5
12267,14,3,1316.2581322528217,5,1,1,7
12268,48,5,1856.6546081551044,3,3,2,8
12269,12,5,2059.9737058191495,5,3,2,10
12270,59,3,1695.0459751382818,3,1,2,6
12271,177,3,1129.057010903765,1,1,1,3
12272,208,3,1035.2320456268856,1,1,1,3
12273,8,8,4110.926899626674,5,5,5,15
12274,50,3,1659.412200682637,3,1,2,6
12275,158,5,1993.9429125568558,1,3,2,6
12276,180,5,3132.6819465818567,1,3,4,8
12277,28,6,2485.752402458115,4,4,3,11
12278,52,1,479.0631642613273,3,1,1,5
12279,68,4,1892.4823671568793,3,2,2,7
12280,48,5,2366.2805134659957,3,3,3,9
12281,66,6,3118.733092077777,3,4,4,11
12282,30,5,2765.9178390401953,4,3,4,11
12283,82,4,2483.9982260162187,2,2,3,7
12284,153,5,3426.853496721173,1,3,4,8
12285,175,5,2479.779668764794,1,3,3,7
12286,52,7,3734.8251495930895,3,4,5,12
12287,414,1,68.22981734543463,1,1,1,3
12288,17,3,1387.5004595487446,5,1,1,7
12289,48,4,1010.1408936375209,3,2,1,6
12290,24,4,1390.2896705119956,4,2,1,7
12291,42,3,1100.5715801903282,4,1,1,6
12292,66,6,1961.352151395312,3,4,2,9
12293,16,6,4089.4017087728475,5,4,5,14
12294,17,8,4378.616933562484,5,5,5,15
12295,8,5,2793.6700349930256,5,3,4,12
12296,133,3,1806.3454805780875,2,1,2,5
12297,61,6,4326.108940055352,3,4,5,12
12298,35,8,4273.693669780018,4,5,5,14
12299,217,2,336.539033729752,1,1,1,3
12300,95,2,717.5941976976275,2,1,1,4
12301,7,1,45.62853181423512,5,1,1,7
12302,48,6,3396.9489273312756,3,4,4,11
12303,19,6,3228.9704808913584,5,4,4,13
12304,11,6,3641.9977101825666,5,4,5,14
12305,76,6,1498.3935874749513,3,4,2,9
12306,160,5,3732.8615580502887,1,3,5,9
12307,205,5,3514.979671727032,1,3,4,8
12308,60,5,2577.8575805525998,3,3,3,9
12309,35,2,1608.665846232589,4,1,2,7
12310,16,5,1730.0680553790303,5,3,2,10
12311,1,3,1200.5259235238166,5,1,1,7
12312,49,5,1605.7276648715235,3,3,2,8
12313,35,5,2739.1749115867087,4,3,3,10
12314,88,4,2782.0503328898576,2,2,4,8
12315,31,3,1213.9805459451843,4,1,1,6
12316,187,2,1093.5345794192908,1,1,1,3
12317,46,7,4450.398168086737,3,4,5,12
12318,19,5,2789.2618763018763,5,3,4,12
12319,55,3,1558.182890059563,3,1,2,6
12320,46,8,3695.133346954148,3,5,5,13
12321,155,4,3207.428209162917,1,2,4,7
12322,88,4,2934.910125844211,2,2,4,8
12323,26,4,2304.7515793872867,4,2,3,9
12324,114,3,1269.294802804673,2,1,1,4
12325,7,4,2216.037003973433,5,2,3,10
12326,72,2,697.1926083933314,3,1,1,5
12327,261,5,2876.227674639854,1,3,4,8
12328,5,8,5340.570455519302,5,5,5,15
12329,228,2,1605.3066007352918,1,1,2,4
12330,37,4,1880.250566500928,4,2,2,8
12331,110,7,4385.226634300111,2,4,5,11
12332,51,1,840.9816498084581,3,1,1,5
12333,194,2,1046.261532624973,1,1,1,3
12334,168,5,2510.029476900766,1,3,3,7
12335,30,4,797.9053618888324,4,2,1,7
12336,23,5,2888.707289648041,4,3,4,11
12337,171,4,2074.6169797968173,1,2,2,5
12338,38,6,3192.758057892092,4,4,4,12
12339,204,4,2191.947036226466,1,2,3,6
12340,5,6,2072.918648987677,5,4,2,11
12341,46,8,4593.76125476312,3,5,5,13
12342,72,5,1699.764204778202,3,3,2,8
12343,310,2,926.3507441891913,1,1,1,3
12344,31,6,3433.2364989465377,4,4,4,12
12345,51,4,2227.7526698337047,3,2,3,8
12346,50,5,2262.4053756981834,3,3,3,9
12347,37,4,2347.774291898751,4,2,3,9
12348,96,6,3662.732216658604,2,4,5,11
12349,61,5,2299.7456911325435,3,3,3,9
12350,11,7,2752.9635046423646,5,4,4,13
12351,299,3,1628.0751580517913,1,1,2,4
12352,89,3,1164.2842817953276,2,1,1,4
12353,83,5,2983.407031721619,2,3,4,9
12354,20,4,1369.4191542249425,4,2,1,7
12355,8,5,3026.700034286612,5,3,4,12
12356,1,7,3864.382681871541,5,4,5,14
12357,208,3,1331.5617038621087,1,1,1,3
12358,20,3,1060.928704777058,4,1,1,6
12359,45,5,2575.238099472726,3,3,3,9
12360,77,2,494.9204136333227,2,1,1,4
12361,192,1,773.6480189517997,1,1,1,3
12362,51,4,1774.7601186828294,3,2,2,7
12363,46,2,319.08464019655975,3,1,1,5
12364,53,6,2070.6970735262194,3,4,2,9
12365,76,9,3399.573792092436,3,5,4,12
12366,37,9,5715.1359303364625,4,5,5,14
12367,90,5,2755.273087703555,2,3,4,9
12368,63,5,1936.0748567218636,3,3,2,8
12369,1,7,3934.085172496655,5,4,5,14
12370,41,7,2303.0803993915265,4,4,3,11
12371,26,5,3699.1069462145433,4,3,5,12
12372,37,6,2797.2827413006858,4,4,4,12
12373,4,6,4546.184583895555,5,4,5,14
12374,10,7,3239.9266436582666,5,4,4,13
12375,47,4,2272.496394242496,3,2,3,8
12376,333,3,1569.8347868816159,1,1,2,4
12377,8,6,2372.0360854160376,5,4,3,12
12378,65,11,6021.531331613325,3,5,5,13
12379,17,2,1488.5823197853924,5,1,2,8
12380,33,6,2859.0184986795557,4,4,4,12
12381,29,9,4913.946341860717,4,5,5,14
12382,119,3,1934.5516549334488,2,1,2,5
12383,100,6,2117.667606845924,2,4,3,9
12384,193,5,2659.1285754350006,1,3,3,7
12385,2,7,3665.212103087163,5,4,5,14
12386,28,7,4148.782952616817,4,4,5,13
12387,45,4,2604.2327092358814,3,2,3,8
12388,8,6,3595.9515024656275,5,4,5,14
12389,90,2,1060.981212339355,2,1,1,4
12390,140,7,3858.1441727167926,1,4,5,10
12391,5,8,4380.942638561482,5,5,5,15
12392,141,3,936.7323264820407,1,1,1,3
12393,57,6,2879.9311524981567,3,4,4,11
12394,58,5,2689.4398230654974,3,3,3,9
12395,48,6,2991.0888771369673,3,4,4,11
12396,65,6,2364.109244532123,3,4,3,10
12397,18,4,2503.035525366193,5,2,3,10
12398,11,7,2938.3973076512784,5,4,4,13
12399,19,8,5453.4277038442,5,5,5,15
12400,39,1,863.791088020486,4,1,1,6
12401,71,6,3728.148610861179,3,4,5,12
12402,65,6,2691.3065375171054,3,4,3,10
12403,188,4,2719.7369351198504,1,2,3,6
12404,88,4,1189.689546050939,2,2,1,5
12405,1,4,2186.667689236724,5,2,3,10
12406,14,4,1994.1098397803714,5,2,2,9
12407,179,2,1000.1346920067668,1,1,1,3
12408,137,9,5179.216728093109,1,5,5,11
12409,82,6,1657.365224572398,2,4,2,8
12410,121,4,1750.44559636182,2,2,2,6
12411,9,4,1786.6124472000115,5,2,2,9
12412,176,3,1874.888231588975,1,1,2,4
12413,182,5,2182.5280016045926,1,3,3,7
12414,49,7,2997.7061767911814,3,4,4,11
12415,21,7,4412.8386793451045,4,4,5,13
12416,55,14,5870.018639659159,3,5,5,13
12417,123,8,3466.7965241960824,2,5,4,11
12418,85,4,2217.5189250772555,2,2,3,7
12419,13,8,4304.902500879978,5,5,5,15
12420,1,11,4507.067057133823,5,5,5,15
12421,17,4,1992.9190565732458,5,2,2,9
12422,50,8,4053.9752247842425,3,5,5,13
12423,1,8,4491.909214560563,5,5,5,15
12424,5,7,4432.009919546662,5,4,5,14
12425,203,6,2738.683261665093,1,4,3,8
12426,11,4,2867.7366556368133,5,2,4,11
12427,232,4,2547.96269824221,1,2,3,6
12428,43,7,2600.422704765968,4,4,3,11
12429,26,10,4586.252182841341,4,5,5,14
12430,69,4,2193.480392190735,3,2,3,8
12431,30,6,3428.203430423716,4,4,4,12
12432,52,6,3313.883356825048,3,4,4,11
12433,71,4,2015.2075438720958,3,2,2,7
12434,16,5,3180.5150323211997,5,3,4,12
12435,41,5,1791.0237639764537,4,3,2,9
12436,171,5,2510.765194068108,1,3,3,7
12437,37,4,1883.330613190312,4,2,2,8
12438,152,4,1517.5143491588055,1,2,2,5
12439,13,4,2747.6058684095215,5,2,4,11
12440,13,5,3351.663352473224,5,3,4,12
12441,8,7,4479.161256464742,5,4,5,14
12442,38,5,1931.9220443253587,4,3,2,9
12443,136,2,1498.8015197859554,1,1,2,4
12444,196,4,2250.847704702977,1,2,3,6
12445,146,4,1670.929099003175,1,2,2,5
12446,213,1,163.91648681101225,1,1,1,3
12447,36,9,3493.832975338697,4,5,4,13
12448,109,6,4740.1452388360685,2,4,5,11
12449,131,4,813.1826917241012,2,2,1,5
12450,97,3,724.9364333539174,2,1,1,4
12451,44,5,3175.899999741075,3,3,4,10
12452,78,6,2786.859804355569,2,4,4,10
12453,301,3,1839.324434184893,1,1,2,4
12454,33,4,1854.309447295776,4,2,2,8
12455,69,7,3778.7624111706727,3,4,5,12
12456,30,7,2207.0980668964717,4,4,3,11
12457,27,7,2861.3780066116674,4,4,4,12
12458,53,3,1019.163022436632,3,1,1,5
12459,65,2,1047.5682126901793,3,1,1,5
12460,198,2,1066.9253152658232,1,1,1,3
12461,44,7,4746.457013651075,3,4,5,12
12462,60,6,2845.508032820248,3,4,4,11
12463,5,4,1575.5440207063589,5,2,2,9
12464,101,2,483.2826082495995,2,1,1,4
12465,55,2,1541.438737185289,3,1,2,6
12466,77,3,1773.1054816094897,2,1,2,5
12467,31,7,2100.232451313211,4,4,3,11
12468,83,3,1135.8895752062056,2,1,1,4
12469,44,5,3234.41340883975,3,3,4,10
12470,96,6,1203.7233128674472,2,4,1,7
12471,72,4,982.5984344125841,3,2,1,6
12472,194,6,3155.7425345459724,1,4,4,9
12473,15,6,4077.1474510671587,5,4,5,14
12474,10,7,4508.137296993859,5,4,5,14
12475,70,4,2976.548999071836,3,2,4,9
12476,190,5,1785.311675070117,1,3,2,6
12477,216,3,1554.272320739744,1,1,2,4
12478,15,4,3141.063818352174,5,2,4,11
12479,121,4,2301.1523458939064,2,2,3,7
12480,127,6,2946.5418242116048,2,4,4,10
12481,1,5,2845.454026878848,5,3,4,12
12482,122,5,2454.1671548749855,2,3,3,8
12483,28,4,2672.2224622228914,4,2,3,9
12484,9,5,2148.9770268826082,5,3,3,11
12485,14,6,1564.7528313301393,5,4,2,11
12486,94,6,2717.1199414074076,2,4,3,9
12487,27,10,4190.819364259554,4,5,5,14
12488,320,2,913.6673291716407,1,1,1,3
12489,10,5,2055.5017013601114,5,3,2,10
12490,19,8,3051.722114324987,5,5,4,14
12491,15,3,206.97576034200546,5,1,1,7
12492,178,2,388.68397787021297,1,1,1,3
12493,164,6,1933.1110323207417,1,4,2,7
12494,110,5,3067.5229359819023,2,3,4,9
12495,256,3,1185.7354360605877,1,1,1,3
12496,134,3,2451.926150204861,1,1,3,5
12497,101,4,2223.0861913481654,2,2,3,7
12498,11,4,1587.9936095813464,5,2,2,9
12499,128,3,1631.3040681704724,2,1,2,5
12500,87,4,2670.742599628093,2,2,3,7
12501,147,9,6253.90362284157,1,5,5,11
12502,219,2,1286.2432941058264,1,1,1,3
12503,122,4,2216.729087121746,2,2,3,7
12504,86,4,524.780788933818,2,2,1,5
12505,39,10,5846.469036605528,4,5,5,14
12506,58,4,2676.679965195023,3,2,3,8
12507,11,5,2614.469644241237,5,3,3,11
12508,251,3,1636.5470974492184,1,1,2,4
12509,188,6,3435.557781092197,1,4,4,9
12510,79,5,2653.7796821567204,2,3,3,8
12511,124,5,2017.386558886314,2,3,2,7
12512,16,12,6396.92703977821,5,5,5,15
12513,69,5,3222.6532231920587,3,3,4,10
12514,94,9,4421.377400412269,2,5,5,12
12515,189,5,1745.6217368321174,1,3,2,6
12516,128,3,1723.7984616034616,2,1,2,5
12517,11,3,1219.4649141252623,5,1,1,7
12518,16,3,1945.415779436926,5,1,2,8
12519,185,3,1620.8243722794944,1,1,2,4
12520,143,5,3465.4102243026064,1,3,4,8
12521,37,7,3416.92869617579,4,4,4,12
12522,171,4,1666.102925118671,1,2,2,5
12523,4,2,144.4010763529945,5,1,1,7
12524,85,6,3513.5731063104085,2,4,4,10
12525,3,8,2992.820594087,5,5,4,14
12526,53,7,4164.442614673184,3,4,5,12
12527,37,7,3092.2325146582607,4,4,4,12
12529,396,1,771.1374595340786,1,1,1,3
12530,64,9,4197.528981936718,3,5,5,13
12531,164,3,2763.861682241742,1,1,4,6
12532,10,5,2347.5913648748515,5,3,3,11
12533,69,4,1969.1269229943948,3,2,2,7
12534,17,9,6737.499569445835,5,5,5,15
12535,69,7,4454.354264325893,3,4,5,12
12536,24,5,1485.747506779747,4,3,2,9
12537,113,5,3085.5288317685145,2,3,4,9
12538,16,6,2698.041225608152,5,4,3,12
12539,8,8,5146.048472226565,5,5,5,15
12540,43,6,3641.517824532682,4,4,5,13
12541,43,3,1748.4623739311137,4,1,2,7
12542,102,2,222.251976679903,2,1,1,4
12543,25,6,3737.366596222536,4,4,5,13
12544,11,6,2627.290166513397,5,4,3,12
12545,30,5,2923.263955221349,4,3,4,11
12546,4,5,2487.7008427658457,5,3,3,11
12547,32,6,3422.5445151980794,4,4,4,12
12548,57,5,2131.4397524093265,3,3,3,9
12549,36,8,4288.679292720223,4,5,5,14
12550,337,1,23.136836708843077,1,1,1,3
12551,19,6,2510.2411466126,5,4,3,12
12552,17,8,5104.195277517103,5,5,5,15
12553,4,6,5003.541348645396,5,4,5,14
12554,46,5,2563.6760745795386,3,3,3,9
12555,183,1,803.4981977747842,1,1,1,3
12556,16,8,2822.481553170549,5,5,4,14
12557,52,5,2788.794672099279,3,3,4,10
12558,34,5,3075.423774583906,4,3,4,11
12559,44,4,2213.0686831507746,3,2,3,8
12560,205,3,1846.0015204579556,1,1,2,4
12561,79,9,5210.09694826038,2,5,5,12
12562,4,2,503.07999900757045,5,1,1,7
12563,28,9,4194.479470908738,4,5,5,14
12564,68,7,2404.4608120355992,3,4,3,10
12565,4,2,1173.7957226283174,5,1,1,7
12566,138,4,1392.321303773812,1,2,1,4
12567,5,5,2444.1846053759814,5,3,3,11
12568,11,9,5343.608396031373,5,5,5,15
12569,10,8,3955.2271516452083,5,5,5,15
12570,199,9,4393.64425056476,1,5,5,11
12571,146,5,2887.7034340262558,1,3,4,8
12572,144,3,2027.8444725380182,1,1,2,4
12573,157,5,3202.305197107101,1,3,4,8
