Customer_ID,Days_Since_Last_Purchase,Total_Orders,Total_Spent,R_Score,F_score,M_score,Final_RFM_Score,Segment
12490,19,8,3051.722114324987,5,5,4,14,Champions
12491,15,3,206.97576034200543,5,1,1,7,Potential Loyalists
12492,178,2,388.68397787021297,1,1,1,3,Lost
12493,164,6,1933.1110323207415,1,4,2,7,Potential Loyalists
12494,110,5,3067.5229359819023,2,3,4,9,Potential Loyalists
12495,256,3,1185.7354360605875,1,1,1,3,Lost
12496,134,3,2451.926150204861,1,1,3,5,At Risk
12497,101,4,2223.0861913481654,2,2,3,7,Potential Loyalists
12498,11,4,1587.9936095813464,5,2,2,9,Potential Loyalists
12499,128,3,1631.3040681704724,2,1,2,5,At Risk
12500,87,4,2670.742599628093,2,2,3,7,Potential Loyalists
12501,147,9,6253.90362284157,1,5,5,11,Loyal Customers
12502,219,2,1286.2432941058264,1,1,1,3,Lost
12503,122,4,2216.729087121746,2,2,3,7,Potential Loyalists
12504,86,4,524.780788933818,2,2,1,5,At Risk
12505,39,10,5846.469036605528,4,5,5,14,Champions
12506,58,4,2676.679965195023,3,2,3,8,Potential Loyalists
12507,11,5,2614.469644241237,5,3,3,11,Loyal Customers
12508,251,3,1636.5470974492184,1,1,2,4,At Risk
12509,188,6,3435.557781092197,1,4,4,9,Potential Loyalists
12510,79,5,2653.7796821567204,2,3,3,8,Potential Loyalists
12511,124,5,2017.386558886314,2,3,2,7,Potential Loyalists
12512,16,12,6396.92703977821,5,5,5,15,Champions
12513,69,5,3222.6532231920587,3,3,4,10,Loyal Customers
12514,94,9,4421.377400412269,2,5,5,12,Loyal Customers
12515,189,5,1745.6217368321174,1,3,2,6,At Risk
12516,128,3,1723.7984616034616,2,1,2,5,At Risk
12517,11,3,1219.4649141252623,5,1,1,7,Potential Loyalists
12518,16,3,1945.415779436926,5,1,2,8,Potential Loyalists
12519,185,3,1620.8243722794944,1,1,2,4,At Risk
12520,143,5,3465.4102243026064,1,3,4,8,Potential Loyalists
12521,37,7,3416.92869617579,4,4,4,12,Loyal Customers
12522,171,4,1666.102925118671,1,2,2,5,At Risk
12523,4,2,144.4010763529945,5,1,1,7,Potential Loyalists
12524,85,6,3513.5731063104085,2,4,4,10,Loyal Customers
12525,3,8,2992.820594087,5,5,4,14,Champions
12526,53,7,4164.442614673184,3,4,5,12,Loyal Customers
12527,37,7,3092.2325146582607,4,4,4,12,Loyal Customers
12529,396,1,771.1374595340786,1,1,1,3,Lost
12530,64,9,4197.528981936718,3,5,5,13,Champions
12531,164,3,2763.861682241742,1,1,4,6,At Risk
12532,10,5,2347.5913648748515,5,3,3,11,Loyal Customers
12533,69,4,1969.1269229943948,3,2,2,7,Potential Loyalists
12534,17,9,6737.499569445835,5,5,5,15,Champions
12535,69,7,4454.354264325893,3,4,5,12,Loyal Customers
12536,24,5,1485.747506779747,4,3,2,9,Potential Loyalists
12537,113,5,3085.5288317685145,2,3,4,9,Potential Loyalists
12538,16,6,2698.041225608152,5,4,3,12,Loyal Customers
12539,8,8,5146.048472226565,5,5,5,15,Champions
12540,43,6,3641.517824532682,4,4,5,13,Champions
12541,43,3,1748.4623739311137,4,1,2,7,Potential Loyalists
12542,102,2,222.251976679903,2,1,1,4,At Risk
12543,25,6,3737.366596222536,4,4,5,13,Champions
12544,11,6,2627.290166513397,5,4,3,12,Loyal Customers
12545,30,5,2923.263955221349,4,3,4,11,Loyal Customers
12546,4,5,2487.7008427658457,5,3,3,11,Loyal Customers
12547,32,6,3422.54451519808,4,4,4,12,Loyal Customers
12548,57,5,2131.4397524093265,3,3,3,9,Potential Loyalists
12549,36,8,4288.679292720223,4,5,5,14,Champions
12550,337,1,23.13683670884308,1,1,1,3,Lost
12551,19,6,2510.2411466126,5,4,3,12,Loyal Customers
12552,17,8,5104.195277517103,5,5,5,15,Champions
12553,4,6,5003.541348645396,5,4,5,14,Champions
12554,46,5,2563.676074579538,3,3,3,9,Potential Loyalists
12555,183,1,803.4981977747842,1,1,1,3,Lost
12556,16,8,2822.481553170549,5,5,4,14,Champions
12557,52,5,2788.794672099279,3,3,4,10,Loyal Customers
12558,34,5,3075.423774583906,4,3,4,11,Loyal Customers
12559,44,4,2213.068683150774,3,2,3,8,Potential Loyalists
12560,205,3,1846.001520457956,1,1,2,4,At Risk
12561,79,9,5210.09694826038,2,5,5,12,Loyal Customers
12562,4,2,503.0799990075705,5,1,1,7,Potential Loyalists
12563,28,9,4194.479470908738,4,5,5,14,Champions
12564,68,7,2404.4608120355992,3,4,3,10,Loyal Customers
12565,4,2,1173.7957226283174,5,1,1,7,Potential Loyalists
12566,138,4,1392.321303773812,1,2,1,4,At Risk
12567,5,5,2444.1846053759814,5,3,3,11,Loyal Customers
12568,11,9,5343.608396031373,5,5,5,15,Champions
12569,10,8,3955.227151645208,5,5,5,15,Champions
12570,199,9,4393.64425056476,1,5,5,11,Loyal Customers
12571,146,5,2887.703434026256,1,3,4,8,Potential Loyalists
12572,144,3,2027.8444725380184,1,1,2,4,At Risk
12573,157,5,3202.305197107101,1,3,4,8,Potential Loyalists
12574,1,5,4382.355897316926,5,3,5,13,Champions
12575,69,2,1112.410158972395,3,1,1,5,At Risk
12576,3,5,3312.646232167698,5,3,4,12,Loyal Customers
12577,43,4,2456.6757396163684,4,2,3,9,Potential Loyalists
12578,121,6,4932.126989696901,2,4,5,11,Loyal Customers
12579,144,5,2537.6993523063616,1,3,3,7,Potential Loyalists
12580,48,1,878.6590843984744,3,1,1,5,At Risk
12581,44,5,2455.979083619736,3,3,3,9,Potential Loyalists
12582,45,7,4300.583748619965,3,4,5,12,Loyal Customers
12583,68,5,668.3023735973677,3,3,1,7,Potential Loyalists
12584,21,4,3231.372212456231,4,2,4,10,Loyal Customers
12585,58,6,2696.4193817327496,3,4,3,10,Loyal Customers
12586,249,2,633.3380028717082,1,1,1,3,Lost
12587,78,8,3788.428429734487,2,5,5,12,Loyal Customers
12588,5,6,1892.7603587215692,5,4,2,11,Loyal Customers
12589,1,5,2174.187242016626,5,3,3,11,Loyal Customers
12590,85,9,6391.1514466442295,2,5,5,12,Loyal Customers
12591,18,8,4146.042747829603,5,5,5,15,Champions
12592,129,7,4916.43932961217,2,4,5,11,Loyal Customers
12593,81,3,1906.809551142407,2,1,2,5,At Risk
12594,113,5,3195.0695432123425,2,3,4,9,Potential Loyalists
12595,77,7,3027.926956717314,2,4,4,10,Loyal Customers
12596,33,5,3083.623354435544,4,3,4,11,Loyal Customers
12597,19,6,3592.53761708883,5,4,5,14,Champions
12598,113,8,4303.960041921118,2,5,5,12,Loyal Customers
12599,28,6,2500.766368096721,4,4,3,11,Loyal Customers
12600,94,4,2847.0502059976843,2,2,4,8,Potential Loyalists
12601,33,8,3697.3917740693378,4,5,5,14,Champions
12602,140,4,1770.0483765106233,1,2,2,5,At Risk
12603,18,3,1244.2232240594146,5,1,1,7,Potential Loyalists
12604,95,7,4126.729460828622,2,4,5,11,Loyal Customers
12605,169,4,2173.1795058540743,1,2,3,6,At Risk
12606,92,3,454.1814606111893,2,1,1,4,At Risk
12607,105,5,2297.3280374731426,2,3,3,8,Potential Loyalists
12608,60,8,2839.304384176232,3,5,4,12,Loyal Customers
12609,161,2,287.40991941074856,1,1,1,3,Lost
12610,7,8,4509.865648602849,5,5,5,15,Champions
12611,70,4,2444.0402735242064,3,2,3,8,Potential Loyalists
12612,24,3,1811.899374914929,4,1,2,7,Potential Loyalists
12613,18,10,3605.363456350202,5,5,5,15,Champions
12614,9,6,2712.7953245643566,5,4,3,12,Loyal Customers
12615,108,5,2868.0052443238387,2,3,4,9,Potential Loyalists
12616,62,4,1499.121692669096,3,2,2,7,Potential Loyalists
12617,114,1,641.058543351407,2,1,1,4,At Risk
12618,84,5,1517.3565714586252,2,3,2,7,Potential Loyalists
12619,112,3,1429.621588448932,2,1,2,5,At Risk
12620,15,4,2027.8838290545573,5,2,2,9,Potential Loyalists
12621,19,7,3181.372337861659,5,4,4,13,Champions
12622,2,9,5841.439079774997,5,5,5,15,Champions
12623,230,3,1566.3245325701394,1,1,2,4,At Risk
12624,23,5,3123.9776056327264,4,3,4,11,Loyal Customers
12625,28,3,1867.78300457827,4,1,2,7,Potential Loyalists
12626,12,4,2666.859335212269,5,2,3,10,Loyal Customers
12627,26,5,2703.137733459361,4,3,3,10,Loyal Customers
12628,96,5,2096.6812680236417,2,3,3,8,Potential Loyalists
12629,6,8,5466.052192329475,5,5,5,15,Champions
12630,139,2,970.0003742189782,1,1,1,3,Lost
12631,124,4,2270.5583032892705,2,2,3,7,Potential Loyalists
12632,60,8,5997.220861782491,3,5,5,13,Champions
12633,109,4,2474.0319583787573,2,2,3,7,Potential Loyalists
12634,138,5,1923.9774011363484,1,3,2,6,At Risk
12635,18,6,2550.3253410835664,5,4,3,12,Loyal Customers
12636,136,4,1609.5764668128086,1,2,2,5,At Risk
12637,309,2,1617.2682337241854,1,1,2,4,At Risk
12638,26,3,1305.2641253412094,4,1,1,6,At Risk
12639,29,2,817.1025792066948,4,1,1,6,At Risk
12640,22,6,3909.8244012393775,4,4,5,13,Champions
12641,33,7,2460.3407482321622,4,4,3,11,Loyal Customers
12642,201,2,1585.463611843691,1,1,2,4,At Risk
12643,120,4,1759.7395256471232,2,2,2,6,At Risk
12644,77,2,1227.6785468927928,2,1,1,4,At Risk
12645,170,2,1101.8783785882,1,1,1,3,Lost
12646,86,7,2113.8195516318715,2,4,3,9,Potential Loyalists
12647,7,6,2046.8670896081985,5,4,2,11,Loyal Customers
12648,15,4,2189.345181434493,5,2,3,10,Loyal Customers
12649,45,5,2506.621315930224,3,3,3,9,Potential Loyalists
12650,128,3,2173.606007248801,2,1,3,6,At Risk
12651,195,3,1902.1983970851572,1,1,2,4,At Risk
12652,64,5,1935.8253904664512,3,3,2,8,Potential Loyalists
12653,33,2,1283.2750927672375,4,1,1,6,At Risk
12654,16,8,3335.848803579218,5,5,4,14,Champions
12655,21,6,3151.7544299843003,4,4,4,12,Loyal Customers
12656,80,9,3933.785431893836,2,5,5,12,Loyal Customers
12657,84,4,2746.011845670981,2,2,4,8,Potential Loyalists
12658,29,5,2335.477021668757,4,3,3,10,Loyal Customers
12659,9,5,2758.5395391679717,5,3,4,12,Loyal Customers
12660,35,4,1475.3975656457335,4,2,2,8,Potential Loyalists
12661,110,5,2920.931730368509,2,3,4,9,Potential Loyalists
12662,24,8,4908.484205467721,4,5,5,14,Champions
12663,42,5,3051.3311850362606,4,3,4,11,Loyal Customers
12664,71,5,2548.766786468038,3,3,3,9,Potential Loyalists
12665,196,2,187.36640711697024,1,1,1,3,Lost
12666,22,11,3608.561039826969,4,5,5,14,Champions
12667,22,5,2803.307654783603,4,3,4,11,Loyal Customers
12668,299,4,1977.964482478636,1,2,2,5,At Risk
12669,11,5,2257.093926354911,5,3,3,11,Loyal Customers
12670,95,5,4120.80503183685,2,3,5,10,Loyal Customers
12671,87,8,5847.032093016028,2,5,5,12,Loyal Customers
12672,22,3,1907.35100907924,4,1,2,7,Potential Loyalists
12673,107,5,2938.899904308098,2,3,4,9,Potential Loyalists
12674,65,5,1866.6329777124745,3,3,2,8,Potential Loyalists
12675,156,6,4448.156483497454,1,4,5,10,Loyal Customers
12676,164,8,5039.728992408534,1,5,5,11,Loyal Customers
12677,144,4,2247.204323138691,1,2,3,6,At Risk
12678,60,6,3528.8967993764963,3,4,4,11,Loyal Customers
12679,35,4,2506.702262872237,4,2,3,9,Potential Loyalists
12680,191,5,3441.187205933768,1,3,4,8,Potential Loyalists
12681,324,2,1328.9572493994656,1,1,1,3,Lost
12682,49,7,4094.0715117800655,3,4,5,12,Loyal Customers
12683,121,2,1051.5612938160148,2,1,1,4,At Risk
12684,108,2,264.48115961689507,2,1,1,4,At Risk
12685,25,3,2073.151786981244,4,1,2,7,Potential Loyalists
12686,8,7,4170.139720569669,5,4,5,14,Champions
12687,10,8,3715.500080445802,5,5,5,15,Champions
12688,66,6,1192.9832652613773,3,4,1,8,Potential Loyalists
12689,181,2,963.832222663382,1,1,1,3,Lost
12690,137,6,3115.665645480516,1,4,4,9,Potential Loyalists
12691,14,5,2276.541126943866,5,3,3,11,Loyal Customers
12692,73,7,2870.7218521538093,3,4,4,11,Loyal Customers
12693,63,4,1405.5890066482918,3,2,1,6,At Risk
12694,29,7,3952.628233811359,4,4,5,13,Champions
12695,53,5,3017.5657376119443,3,3,4,10,Loyal Customers
12696,12,5,3390.780787946739,5,3,4,12,Loyal Customers
12697,22,7,2427.0073910247606,4,4,3,11,Loyal Customers
12698,232,3,2180.806854061338,1,1,3,5,At Risk
12699,31,5,2164.5532510009525,4,3,3,10,Loyal Customers
12700,56,6,2401.792014483957,3,4,3,10,Loyal Customers
12701,59,6,1812.2983424442443,3,4,2,9,Potential Loyalists
12702,70,5,1576.88935649034,3,3,2,8,Potential Loyalists
12703,10,7,2897.844970892944,5,4,4,13,Champions
12704,299,5,1997.90639465802,1,3,2,6,At Risk
12705,45,6,3556.8061352824325,3,4,5,12,Loyal Customers
12706,78,7,3202.312793741757,2,4,4,10,Loyal Customers
12707,71,3,1304.7744026915332,3,1,1,5,At Risk
12708,53,3,1458.096434876272,3,1,2,6,At Risk
12709,4,8,5129.663521309301,5,5,5,15,Champions
12710,184,6,2743.480225161733,1,4,4,9,Potential Loyalists
12711,7,3,1009.1314453427416,5,1,1,7,Potential Loyalists
12712,68,11,4417.717191316165,3,5,5,13,Champions
12713,100,4,2369.0656986005943,2,2,3,7,Potential Loyalists
12714,5,6,3293.3186053926406,5,4,4,13,Champions
12715,189,5,2089.7658807712305,1,3,3,7,Potential Loyalists
12716,135,4,2817.9228529437514,1,2,4,7,Potential Loyalists
12717,56,5,1407.0439687241742,3,3,1,7,Potential Loyalists
12718,147,4,2505.272556559138,1,2,3,6,At Risk
12719,148,3,1372.2343099554082,1,1,1,3,Lost
12720,83,6,3360.108387684328,2,4,4,10,Loyal Customers
12721,81,6,2414.7542373316464,2,4,3,9,Potential Loyalists
12722,62,6,3090.049253536896,3,4,4,11,Loyal Customers
12723,59,5,1855.895970787537,3,3,2,8,Potential Loyalists
12724,154,4,2676.473628193323,1,2,3,6,At Risk
12725,27,3,1528.587539596065,4,1,2,7,Potential Loyalists
12726,22,5,3286.894325931098,4,3,4,11,Loyal Customers
12728,22,6,3275.032603526415,4,4,4,12,Loyal Customers
12729,77,9,5191.131415838494,2,5,5,12,Loyal Customers
12730,177,3,1848.8781931094304,1,1,2,4,At Risk
12731,228,2,1045.8339901984166,1,1,1,3,Lost
12732,89,6,1879.7119391987408,2,4,2,8,Potential Loyalists
12733,74,6,1653.3805446367933,3,4,2,9,Potential Loyalists
12734,18,6,3059.7406697371466,5,4,4,13,Champions
12735,1,7,2392.1682715057414,5,4,3,12,Loyal Customers
12736,16,7,3051.877744358105,5,4,4,13,Champions
12737,33,5,3538.7521104752386,4,3,4,11,Loyal Customers
12738,14,4,975.7461081986828,5,2,1,8,Potential Loyalists
12739,179,7,3089.189161577645,1,4,4,9,Potential Loyalists
12740,11,7,3433.92605531762,5,4,4,13,Champions
12741,21,3,1781.7334511816057,4,1,2,7,Potential Loyalists
12742,37,4,2890.779362359205,4,2,4,10,Loyal Customers
12743,50,4,3075.292905527829,3,2,4,9,Potential Loyalists
12744,46,5,3321.987460515643,3,3,4,10,Loyal Customers
12745,38,5,2842.1843504725484,4,3,4,11,Loyal Customers
12746,43,8,3462.715899767317,4,5,4,13,Champions
12747,141,2,941.2943531886935,1,1,1,3,Lost
12748,14,8,3218.241038371004,5,5,4,14,Champions
12749,22,5,3373.222710333607,4,3,4,11,Loyal Customers
12750,40,9,5555.195384672757,4,5,5,14,Champions
12751,73,6,3060.9563474874126,3,4,4,11,Loyal Customers
12752,13,5,3237.857569626336,5,3,4,12,Loyal Customers
12753,33,2,1054.820816452658,4,1,1,6,At Risk
12754,12,6,2048.2794595453056,5,4,2,11,Loyal Customers
12755,48,5,2859.08008063324,3,3,4,10,Loyal Customers
12756,83,8,4023.435573967176,2,5,5,12,Loyal Customers
12757,26,2,1456.067355068922,4,1,2,7,Potential Loyalists
12758,254,3,994.140335185594,1,1,1,3,Lost
12759,6,4,1296.6996196236232,5,2,1,8,Potential Loyalists
12760,40,4,1382.24316998659,4,2,1,7,Potential Loyalists
12761,136,3,882.0517310810031,1,1,1,3,Lost
12762,51,3,832.131101531442,3,1,1,5,At Risk
12763,106,3,1510.3799439313327,2,1,2,5,At Risk
12764,11,6,2042.282243214823,5,4,2,11,Loyal Customers
12765,45,3,1623.0687426551938,3,1,2,6,At Risk
12766,10,6,1823.6113200783727,5,4,2,11,Loyal Customers
12767,77,4,3284.1341646222813,2,2,4,8,Potential Loyalists
12768,21,2,649.8243620150733,4,1,1,6,At Risk
12769,13,10,4865.7406945623725,5,5,5,15,Champions
12770,196,4,2036.7728087149733,1,2,2,5,At Risk
12771,54,7,2687.727525321154,3,4,3,10,Loyal Customers
12772,113,4,1821.41873027253,2,2,2,6,At Risk
12773,42,4,2112.4442999600537,4,2,3,9,Potential Loyalists
12774,40,8,5274.162467396042,4,5,5,14,Champions
12775,58,8,3359.2074033414665,3,5,4,12,Loyal Customers
12776,52,7,2539.5646083610995,3,4,3,10,Loyal Customers
12777,142,3,1202.876318675153,1,1,1,3,Lost
12778,90,3,524.6022911540283,2,1,1,4,At Risk
12779,15,5,3821.607391216367,5,3,5,13,Champions
12780,9,9,4078.294559521056,5,5,5,15,Champions
12781,31,7,4032.809418031669,4,4,5,13,Champions
12782,49,7,2876.243232022144,3,4,4,11,Loyal Customers
12783,298,4,1193.5545145524538,1,2,1,4,At Risk
12784,37,4,2256.133930150091,4,2,3,9,Potential Loyalists
12785,27,4,1961.112850024694,4,2,2,8,Potential Loyalists
12786,36,6,2675.8594587437324,4,4,3,11,Loyal Customers
12787,6,8,4571.534363609406,5,5,5,15,Champions
12788,2,6,2425.84171757173,5,4,3,12,Loyal Customers
12789,66,5,3514.543110158364,3,3,4,10,Loyal Customers
12790,58,4,2172.106861228573,3,2,3,8,Potential Loyalists
12791,47,7,3191.7403199658497,3,4,4,11,Loyal Customers
12792,279,1,646.2242199275797,1,1,1,3,Lost
12793,67,6,3461.742590623602,3,4,4,11,Loyal Customers
12794,23,5,2378.046186870307,4,3,3,10,Loyal Customers
12795,130,3,1909.355416349714,2,1,2,5,At Risk
12796,58,5,1711.981002402428,3,3,2,8,Potential Loyalists
12797,54,6,2251.975212880914,3,4,3,10,Loyal Customers
12798,231,4,1618.12493490549,1,2,2,5,At Risk
12799,25,4,2985.3040728423766,4,2,4,10,Loyal Customers
12800,99,3,1597.8406864898311,2,1,2,5,At Risk
12801,39,12,5700.683586729919,4,5,5,14,Champions
12802,79,4,1545.6154700595032,2,2,2,6,At Risk
12803,11,6,3604.032599916948,5,4,5,14,Champions
12804,10,10,4598.913421224825,5,5,5,15,Champions
12805,74,7,3868.0652569010986,3,4,5,12,Loyal Customers
12806,323,3,1786.3575650540588,1,1,2,4,At Risk
12807,67,5,2735.8232651524168,3,3,3,9,Potential Loyalists
12808,5,6,3329.9937193624164,5,4,4,13,Champions
12809,3,11,4622.983741396453,5,5,5,15,Champions
12810,59,5,2107.5654288970045,3,3,3,9,Potential Loyalists
12811,20,7,2994.597846960676,4,4,4,12,Loyal Customers
12812,43,8,5188.70753453873,4,5,5,14,Champions
12813,18,6,4026.5213302636143,5,4,5,14,Champions
12814,167,2,1569.1901879754228,1,1,2,4,At Risk
12815,76,5,2800.560943348134,3,3,4,10,Loyal Customers
12816,74,7,4916.560140101346,3,4,5,12,Loyal Customers
12817,35,7,3164.6365191296445,4,4,4,12,Loyal Customers
12818,50,8,4332.578792383525,3,5,5,13,Champions
12819,26,6,1734.5943848137226,4,4,2,10,Loyal Customers
12820,13,8,3158.214388118011,5,5,4,14,Champions
12821,287,3,1944.1210951581104,1,1,2,4,At Risk
12822,80,6,2949.9111194418138,2,4,4,10,Loyal Customers
12823,22,7,4750.3816371610665,4,4,5,13,Champions
12824,59,8,4471.174392161191,3,5,5,13,Champions
12825,85,9,3842.0831680832575,2,5,5,12,Loyal Customers
12826,50,5,3192.913282108032,3,3,4,10,Loyal Customers
12827,39,3,2068.179077805996,4,1,2,7,Potential Loyalists
12828,52,4,1672.861124956325,3,2,2,7,Potential Loyalists
12829,135,7,3312.9670844161747,1,4,4,9,Potential Loyalists
12830,136,4,2573.6945568858764,1,2,3,6,At Risk
12831,173,1,238.11354435395657,1,1,1,3,Lost
12832,72,4,2699.290010643999,3,2,3,8,Potential Loyalists
12833,104,9,4425.336626791176,2,5,5,12,Loyal Customers
12834,77,2,1424.797630809211,2,1,2,5,At Risk
12835,243,4,2954.055245007036,1,2,4,7,Potential Loyalists
12836,101,5,1883.914830272765,2,3,2,7,Potential Loyalists
12837,29,4,2271.407087081322,4,2,3,9,Potential Loyalists
12838,14,4,1928.882005908837,5,2,2,9,Potential Loyalists
12839,4,6,3262.970588300972,5,4,4,13,Champions
12840,206,7,3717.031332866334,1,4,5,10,Loyal Customers
12841,14,4,1484.149014532642,5,2,2,9,Potential Loyalists
12842,17,9,4673.074529117296,5,5,5,15,Champions
12843,170,4,3041.247652047129,1,2,4,7,Potential Loyalists
12844,34,7,3347.151183842512,4,4,4,12,Loyal Customers
12845,51,5,1766.46344548326,3,3,2,8,Potential Loyalists
12846,110,4,2897.0549899285143,2,2,4,8,Potential Loyalists
12847,54,9,5287.624895863028,3,5,5,13,Champions
12848,63,6,2940.5153254318698,3,4,4,11,Loyal Customers
12849,33,2,218.94034759476037,4,1,1,6,At Risk
12850,185,6,3099.6226817393617,1,4,4,9,Potential Loyalists
12851,107,6,2000.5091316895296,2,4,2,8,Potential Loyalists
12852,132,2,1448.1088072574703,2,1,2,5,At Risk
12853,16,5,2733.0639924940488,5,3,3,11,Loyal Customers
12854,198,3,1501.6784707984348,1,1,2,4,At Risk
12855,93,3,1920.5424707629284,2,1,2,5,At Risk
12856,174,4,1747.5694276042182,1,2,2,5,At Risk
12857,12,4,3192.1619056953327,5,2,4,11,Loyal Customers
12858,118,4,1610.869951805901,2,2,2,6,At Risk
12859,25,2,491.9781480103888,4,1,1,6,At Risk
12860,147,5,2874.9164746798338,1,3,4,8,Potential Loyalists
12861,34,6,3027.828786896861,4,4,4,12,Loyal Customers
12862,7,5,2630.9047147579263,5,3,3,11,Loyal Customers
12863,3,3,1114.2338160347322,5,1,1,7,Potential Loyalists
12864,29,2,748.8687855968695,4,1,1,6,At Risk
12865,102,6,3026.635581521379,2,4,4,10,Loyal Customers
12866,36,3,1904.658045749505,4,1,2,7,Potential Loyalists
12867,51,9,4755.524957194126,3,5,5,13,Champions
12868,42,2,1325.034896612091,4,1,1,6,At Risk
12869,284,2,835.8408958779761,1,1,1,3,Lost
12870,19,4,1243.4850455390929,5,2,1,8,Potential Loyalists
12871,24,5,4125.159868388602,4,3,5,12,Loyal Customers
12872,19,6,3316.6046831704653,5,4,4,13,Champions
12873,193,3,1623.4358459526047,1,1,2,4,At Risk
12874,38,5,1772.4219511623692,4,3,2,9,Potential Loyalists
12875,112,1,552.7610315238069,2,1,1,4,At Risk
12876,32,4,2206.598655364209,4,2,3,9,Potential Loyalists
12877,12,3,1750.9105240293284,5,1,2,8,Potential Loyalists
12878,45,3,668.1558882798842,3,1,1,5,At Risk
12879,78,5,2911.9322221676643,2,3,4,9,Potential Loyalists
12880,240,2,1220.2187849946763,1,1,1,3,Lost
12881,5,2,740.0449051210455,5,1,1,7,Potential Loyalists
12882,73,6,2638.12261996654,3,4,3,10,Loyal Customers
12883,6,6,2297.178699383085,5,4,3,12,Loyal Customers
12884,113,6,2918.935682568739,2,4,4,10,Loyal Customers
12885,175,6,2782.4703821779885,1,4,4,9,Potential Loyalists
12887,2,10,3916.490019067716,5,5,5,15,Champions
12888,28,5,2936.4427350607943,4,3,4,11,Loyal Customers
12889,41,3,570.1833311805224,4,1,1,6,At Risk
12890,140,4,1535.344142821999,1,2,2,5,At Risk
12891,118,4,2969.696258521993,2,2,4,8,Potential Loyalists
12892,134,4,1305.8782043796136,1,2,1,4,At Risk
12893,39,6,3934.5764472109386,4,4,5,13,Champions
12895,9,6,3745.911880023744,5,4,5,14,Champions
12896,35,7,3650.531296035872,4,4,5,13,Champions
12897,97,5,2579.194490465229,2,3,3,8,Potential Loyalists
12898,231,5,2281.277868968443,1,3,3,7,Potential Loyalists
12899,62,5,2821.2684855632465,3,3,4,10,Loyal Customers
12900,89,4,1069.1894765367122,2,2,1,5,At Risk
12901,76,2,1715.0874143534877,3,1,2,6,At Risk
12902,42,3,1449.4756334946928,4,1,2,7,Potential Loyalists
12903,17,5,2105.576946978367,5,3,3,11,Loyal Customers
12904,41,3,609.6762088427809,4,1,1,6,At Risk
12905,34,4,3146.690076823168,4,2,4,10,Loyal Customers
12906,27,4,1922.5045054944503,4,2,2,8,Potential Loyalists
12907,15,5,2625.455097139245,5,3,3,11,Loyal Customers
12908,146,1,174.82528665410194,1,1,1,3,Lost
12909,164,4,1430.349244391186,1,2,2,5,At Risk
12910,217,2,788.4407517603175,1,1,1,3,Lost
12911,37,6,1899.826965502522,4,4,2,10,Loyal Customers
12912,12,6,2677.875645896744,5,4,3,12,Loyal Customers
12913,59,5,3723.034837514711,3,3,5,11,Loyal Customers
12914,94,3,1539.7501682699524,2,1,2,5,At Risk
12915,175,5,2011.9288426623527,1,3,2,6,At Risk
12916,150,3,1454.700844373849,1,1,2,4,At Risk
12917,62,3,1381.4806017364533,3,1,1,5,At Risk
12918,47,7,4103.135273108908,3,4,5,12,Loyal Customers
12919,295,2,786.9378622480089,1,1,1,3,Lost
12920,20,5,2994.267252043928,4,3,4,11,Loyal Customers
12921,56,4,1822.6979335403776,3,2,2,7,Potential Loyalists
12922,16,11,5280.8758240610805,5,5,5,15,Champions
12923,1,6,2430.875383591835,5,4,3,12,Loyal Customers
12924,119,6,2987.9796762362957,2,4,4,10,Loyal Customers
12925,32,4,2241.724045741151,4,2,3,9,Potential Loyalists
12926,13,14,6094.09765896163,5,5,5,15,Champions
12927,17,6,2193.1570882407045,5,4,3,12,Loyal Customers
12928,86,4,1835.9085245407844,2,2,2,6,At Risk
12929,57,4,1823.5016717446488,3,2,2,7,Potential Loyalists
12930,3,3,1826.7391121406688,5,1,2,8,Potential Loyalists
12931,18,5,2443.7922666337818,5,3,3,11,Loyal Customers
12932,5,4,2165.4683126894547,5,2,3,10,Loyal Customers
12933,112,3,1766.9365658824925,2,1,2,5,At Risk
12934,65,9,4052.95801939562,3,5,5,13,Champions
12935,76,12,4456.784734365608,3,5,5,13,Champions
12936,76,4,1768.8545291447,3,2,2,7,Potential Loyalists
12937,177,6,1402.6473224403308,1,4,1,6,At Risk
12938,360,1,845.7964284609185,1,1,1,3,Lost
12939,70,6,4437.723990997499,3,4,5,12,Loyal Customers
12940,31,10,3337.9401382529013,4,5,4,13,Champions
12941,129,7,3026.356384915636,2,4,4,10,Loyal Customers
12942,82,4,2010.2326938345764,2,2,2,6,At Risk
12943,6,3,2004.6130269728485,5,1,2,8,Potential Loyalists
12944,30,4,2227.7426760408903,4,2,3,9,Potential Loyalists
12945,66,9,5941.335743634912,3,5,5,13,Champions
12946,26,8,4984.713283908935,4,5,5,14,Champions
12947,66,8,3187.788235336889,3,5,4,12,Loyal Customers
12948,17,2,963.906484696328,5,1,1,7,Potential Loyalists
12949,52,6,2989.007364551529,3,4,4,11,Loyal Customers
12950,5,4,2270.778227169377,5,2,3,10,Loyal Customers
12951,115,2,1379.6480244533898,2,1,1,4,At Risk
12952,1,7,3568.4293003490297,5,4,5,14,Champions
12953,90,6,3581.902074663501,2,4,5,11,Loyal Customers
12954,5,5,2522.9714361700326,5,3,3,11,Loyal Customers
12955,5,2,1053.8444282754344,5,1,1,7,Potential Loyalists
